tweet_id,tweet_date,tweet_year,tweet_month,tweet_text,dog_name,dog_stage,dog_score,total_score,number_of_times_retweeted,number_of_times_loved,number_of_dog_images,dog_breed,confidence_of_true_recognition,tweet_expanded_urls
838476387338051585,2017-03-05 19:48:43.000000,2017,3,This is Stanley. Somehow he heard you tell him he's a good boy from all the way up there. 13/10 I love you Stanley https://t.co/51FXNuouHI,Stanley,None,13,10,5110,23522,3,Great_Pyrenees,0.997692,"https://twitter.com/dog_rates/status/838476387338051585/photo/1,https://twitter.com/dog_rates/status/838476387338051585/photo/1,https://twitter.com/dog_rates/status/838476387338051585/photo/1"
838083903487373313,2017-03-04 17:49:08.000000,2017,3,This is Daisy. She's puppears to be rare as all h*ck. Only seven like her currently domesticated. 13/10 pettable af https://t.co/meUc8jufAO,Daisy,None,13,10,3354,18355,2,chow,0.800975,"https://twitter.com/dog_rates/status/838083903487373313/photo/1,https://twitter.com/dog_rates/status/838083903487373313/photo/1"
837482249356513284,2017-03-03 01:58:22.000000,2017,3,This is Waffles. He's a ship captain in real life and in @GoodDogsGame. Must've gotten to the max level (wink) 13/10 would sail with https://t.co/Z3LAaV2pKz,Waffles,None,13,10,468,3997,2,unknown,0.0,"https://twitter.com/dog_rates/status/837482249356513284/photo/1,https://twitter.com/dog_rates/status/837482249356513284/photo/1"
837471256429613056,2017-03-03 01:14:41.000000,2017,3,This is Vincent. He's suave as h*ck. Will be your copilot this evening. Claims he doesn't need to look at the directions. 12/10 https://t.co/u51tzXSVi3,Vincent,None,12,10,2432,13325,2,Norwegian_elkhound,0.976255,"https://twitter.com/dog_rates/status/837471256429613056/photo/1,https://twitter.com/dog_rates/status/837471256429613056/photo/1"
837366284874571778,2017-03-02 18:17:34.000000,2017,3,This is Lucy. She has a portrait of herself on her ear. Excellent for identification pupposes. 13/10 innovative af https://t.co/uNmxbL2lns,Lucy,None,13,10,5640,22072,1,American_Staffordshire_terrier,0.660085,https://twitter.com/dog_rates/status/837366284874571778/photo/1
836989968035819520,2017-03-01 17:22:13.000000,2017,3,This is Mookie. He really enjoys shopping but not from such high altitudes. Doin him quite the concern. 12/10 someone lower him https://t.co/beWUzGVKRM,Mookie,None,12,10,2450,13263,1,toy_poodle,0.005887300000000001,https://twitter.com/dog_rates/status/836989968035819520/photo/1
836677758902222849,2017-02-28 20:41:37.000000,2017,2,Say hello to Oliver. He's pretty exotic. Fairly pupset as well. Too many midterms coming pup. 11/10 would pet with extreme caution https://t.co/fGAPAsxjKs,Oliver,None,11,10,2366,13160,2,unknown,0.0,"https://twitter.com/dog_rates/status/836677758902222849/photo/1,https://twitter.com/dog_rates/status/836677758902222849/photo/1"
836260088725786625,2017-02-27 17:01:56.000000,2017,2,This is Lucy. She spent all morning overseeing the shoveling of the driveway. H*ckin hard work. 13/10 very good girl Lucy https://t.co/gA2GECjiQD,Lucy,None,13,10,4569,22189,1,borzoi,0.564688,https://twitter.com/dog_rates/status/836260088725786625/photo/1
836001077879255040,2017-02-26 23:52:43.000000,2017,2,Atlas is back and this time he's prettier than the sunset. Seems to be aware of it too. 13/10 would give modeling contract https://t.co/uRdKlFArQE,None,None,13,10,4575,19952,4,Samoyed,0.963558,"https://twitter.com/dog_rates/status/836001077879255040/photo/1,https://twitter.com/dog_rates/status/836001077879255040/photo/1,https://twitter.com/dog_rates/status/836001077879255040/photo/1,https://twitter.com/dog_rates/status/836001077879255040/photo/1"
835574547218894849,2017-02-25 19:37:50.000000,2017,2,This is Eli. He works backstage at Bone Jovi concerts. Heavy duty earmuffs for puptection. H*ckin safe boy. 11/10 https://t.co/cVQEnUQd8q,Eli,None,11,10,3860,18602,2,Staffordshire_bullterrier,0.6106550000000001,"https://twitter.com/dog_rates/status/835574547218894849/photo/1,https://twitter.com/dog_rates/status/835574547218894849/photo/1"
835297930240217089,2017-02-25 01:18:40.000000,2017,2,Meet Ash. He's a Benebop Cumberplop. Quite rare. Fairly portable. Lil sandy tho. Clearly knows something you don't. 12/10 would hug softly https://t.co/1U0z6r5LSO,Ash,None,12,10,3201,17162,1,Rottweiler,0.341276,https://twitter.com/dog_rates/status/835297930240217089/photo/1
835264098648616962,2017-02-24 23:04:14.000000,2017,2,"Meet Lola. Her hobbies include being precious af and using her foot as a toothbrush. 12/10 Lola requests your help

https://t.co/FYFyHh7rir https://t.co/IiB7ggduoU",Lola,None,12,10,1816,8068,2,Chesapeake_Bay_retriever,0.0875033,"https://www.gofundme.com/lolas-life-saving-surgery-funds,https://twitter.com/dog_rates/status/835264098648616962/photo/1,https://twitter.com/dog_rates/status/835264098648616962/photo/1"
835172783151792128,2017-02-24 17:01:22.000000,2017,2,We only rate dogs. Please don't send in any non-canines like this Floppy Tongued House Panda. Thank you... 12/10 would still pet https://t.co/8fX2VkExnL,None,None,12,10,6123,27286,2,Border_collie,0.663138,"https://twitter.com/dog_rates/status/835172783151792128/photo/1,https://twitter.com/dog_rates/status/835172783151792128/photo/1"
834931633769889797,2017-02-24 01:03:08.000000,2017,2,This is Tucker. He decided it was time to part ways with his favorite ball. We captured the emotional farewell on camera. 12/10 https://t.co/jTe7Y6P0HK,Tucker,None,12,10,1760,11304,3,soft-coated_wheaten_terrier,0.196476,"https://twitter.com/dog_rates/status/834931633769889797/photo/1,https://twitter.com/dog_rates/status/834931633769889797/photo/1,https://twitter.com/dog_rates/status/834931633769889797/photo/1"
834786237630337024,2017-02-23 15:25:23.000000,2017,2,This is Tobi. She is properly fetching her shot. H*ckin nifty af bandana. 13/10 would send fully armed battalion to remind her of my love https://t.co/3FIqvumEXE,Tobi,None,13,10,5868,22152,1,Border_terrier,0.156276,https://twitter.com/dog_rates/status/834786237630337024/photo/1
834458053273591808,2017-02-22 17:41:18.000000,2017,2,"Meet Chester (bottom) &amp; Harold (top). They are different dogs not only in appearance, but in personality as well. Both 12/10 symbiotic af https://t.co/8ZOZS2FSJe",Chester,None,12,10,1791,10045,1,Rhodesian_ridgeback,0.468619,https://twitter.com/dog_rates/status/834458053273591808/photo/1
834209720923721728,2017-02-22 01:14:30.000000,2017,2,This is Wilson. He's aware that he has something on his face. Waiting for you to get it for him. 12/10 https://t.co/FaeinVjzTZ,Wilson,None,12,10,5114,21542,2,golden_retriever,0.754799,"https://twitter.com/dog_rates/status/834209720923721728/photo/1,https://twitter.com/dog_rates/status/834209720923721728/photo/1"
834167344700198914,2017-02-21 22:26:07.000000,2017,2,This is Sunshine. She doesn't believe in personal space. Eyes pretty far apart for a dog. Has horns (whoa). 11/10 would pet with wonder https://t.co/o3bhLguymB,Sunshine,None,11,10,3887,16472,1,unknown,0.0,https://twitter.com/dog_rates/status/834167344700198914/photo/1
834086379323871233,2017-02-21 17:04:24.000000,2017,2,This is Lipton. He's a West Romanian Snuggle Pup. Only a few left of his kind. 12/10 would boop https://t.co/5KmXPIGgAG,Lipton,None,12,10,2369,13655,1,Labrador_retriever,0.0452627,https://twitter.com/dog_rates/status/834086379323871233/photo/1
833863086058651648,2017-02-21 02:17:06.000000,2017,2,This is Bentley. Hairbrushes are his favorite thing in the h*ckin world. 12/10 impawsible to say no to https://t.co/HDloTYilWZ,Bentley,None,12,10,2566,14021,2,kuvasz,0.494969,"https://twitter.com/dog_rates/status/833863086058651648/photo/1,https://twitter.com/dog_rates/status/833863086058651648/photo/1"
833826103416520705,2017-02-20 23:50:09.000000,2017,2,Meet Charlie. She asked u to change the channel to Animal Planet at least 6 times. Now taking matters into her own paws. 13/10 assertive af https://t.co/WTzhtfevKY,Charlie,None,13,10,3988,18815,2,Chihuahua,0.438054,"https://twitter.com/dog_rates/status/833826103416520705/photo/1,https://twitter.com/dog_rates/status/833826103416520705/photo/1"
833722901757046785,2017-02-20 17:00:04.000000,2017,2,This is Bronte. She's fairly h*ckin aerodynamic. Also patiently waiting for mom to make her a main character. 13/10 would be an honor to pet https://t.co/w1MQWO2PET,Bronte,None,13,10,3426,21684,2,West_Highland_white_terrier,0.918144,"https://twitter.com/dog_rates/status/833722901757046785/photo/1,https://twitter.com/dog_rates/status/833722901757046785/photo/1"
833479644947025920,2017-02-20 00:53:27.000000,2017,2,This is Poppy. She just arrived. 13/10 would snug passionately https://t.co/YGeSpyN8Gu,Poppy,None,13,10,2202,15528,3,golden_retriever,0.727039,"https://twitter.com/dog_rates/status/833479644947025920/photo/1,https://twitter.com/dog_rates/status/833479644947025920/photo/1,https://twitter.com/dog_rates/status/833479644947025920/photo/1"
832757312314028032,2017-02-18 01:03:09.000000,2017,2,This is Willow. She's the official strawberry taste tester. Palate delicate af. Currently noting the subtle piquancy of this one. 13/10 https://t.co/On7muWnWSQ,Willow,None,13,10,3871,17605,2,Cardigan,0.160888,"https://twitter.com/dog_rates/status/832757312314028032/photo/1,https://twitter.com/dog_rates/status/832757312314028032/photo/1"
832636094638288896,2017-02-17 17:01:29.000000,2017,2,This is Orion. He just got back from the dentist. Cavity free af. 12/10 would give extra pats https://t.co/Y4DZx2UWsr,Orion,None,12,10,2978,16578,1,Eskimo_dog,0.5250319999999999,https://twitter.com/dog_rates/status/832636094638288896/photo/1
832397543355072512,2017-02-17 01:13:34.000000,2017,2,This is Eevee. She wants to see how you're doing. Just checkin pup on you. She hopes you're doing okay. 12/10 extremely good girl https://t.co/nqAJGCHKEt,Eevee,None,12,10,2380,12487,2,Pekinese,0.988916,"https://twitter.com/dog_rates/status/832397543355072512/photo/1,https://twitter.com/dog_rates/status/832397543355072512/photo/1"
832369877331693569,2017-02-16 23:23:38.000000,2017,2,This is Charlie. He fell asleep on a heating vent. Would puppreciate your assistance. 11/10 someone help Charlie https://t.co/Dhdx5HnQ4d,Charlie,None,11,10,3409,17985,1,kelpie,0.50469,https://twitter.com/dog_rates/status/832369877331693569/photo/1
831911600680497154,2017-02-15 17:02:36.000000,2017,2,Meet Kuyu. He was trapped in a well for 10 days. Rescued yesterday using a device designed by a local robotics team. 14/10 for all involved https://t.co/l38R6IZNNg,Kuyu,None,14,10,6988,28952,4,bloodhound,0.777562,"https://twitter.com/dog_rates/status/831911600680497154/photo/1,https://twitter.com/dog_rates/status/831911600680497154/photo/1,https://twitter.com/dog_rates/status/831911600680497154/photo/1,https://twitter.com/dog_rates/status/831911600680497154/photo/1"
831670449226514432,2017-02-15 01:04:21.000000,2017,2,This is Daisy. She has a heart on her butt. 13/10 topical af https://t.co/u6p4LxzHKg,Daisy,None,13,10,1940,10956,1,Pembroke,0.6248020000000001,https://twitter.com/dog_rates/status/831670449226514432/photo/1
831650051525054464,2017-02-14 23:43:18.000000,2017,2,"I usually only share these on Friday's, but this is Blue. He's a very smoochable pooch who needs your help. 13/10

https://t.co/piiX0ke8Z6 https://t.co/1UHrKcaCiO",None,None,13,10,2075,7529,4,Eskimo_dog,0.530416,"http://www.gofundme.com/bluethewhitehusky,https://twitter.com/dog_rates/status/831650051525054464/photo/1,https://twitter.com/dog_rates/status/831650051525054464/photo/1,https://twitter.com/dog_rates/status/831650051525054464/photo/1,https://twitter.com/dog_rates/status/831650051525054464/photo/1"
831552930092285952,2017-02-14 17:17:22.000000,2017,2,This is Dutch. He dressed up as his favorite emoji for Valentine's Day. I've got heart eyes for his heart eyes. 13/10 https://t.co/BCbmFYLrse,Dutch,None,13,10,2459,9424,1,Chihuahua,0.257415,https://twitter.com/dog_rates/status/831552930092285952/photo/1
831309418084069378,2017-02-14 01:09:44.000000,2017,2,This is Scooter and his son Montoya.  Scooter is a wonderful father. He takes very good care of Montoya. Both 12/10 would pet at same time https://t.co/ghqMfxxa4V,Scooter,None,12,10,2622,12294,1,Doberman,0.369389,https://twitter.com/dog_rates/status/831309418084069378/photo/1
831262627380748289,2017-02-13 22:03:49.000000,2017,2,This is Tucker. He's feeling h*ckin festive and his owners don't have the heart to tell him Christmas is over. 12/10 https://t.co/zqR5XKMpuY,Tucker,None,12,10,2196,12485,1,cocker_spaniel,0.26332300000000003,https://twitter.com/dog_rates/status/831262627380748289/photo/1
830583320585068544,2017-02-12 01:04:29.000000,2017,2,This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,Lilly,None,13,10,18024,70114,2,Labrador_retriever,0.908703,"https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1"
830097400375152640,2017-02-10 16:53:37.000000,2017,2,"Meet Samson. He's absolute fluffy perfection. Easily 13/10, but he needs your help. Click the link to find out more

https://t.co/z82hCtwhpn https://t.co/KoWrMkbMbW",Samson,None,13,10,3212,10307,4,toy_poodle,0.442713,"https://www.gofundme.com/sick-baby-samson,https://twitter.com/dog_rates/status/830097400375152640/photo/1,https://twitter.com/dog_rates/status/830097400375152640/photo/1,https://twitter.com/dog_rates/status/830097400375152640/photo/1,https://twitter.com/dog_rates/status/830097400375152640/photo/1"
829861396166877184,2017-02-10 01:15:49.000000,2017,2,This is Mia. She already knows she's a good dog. You don't have to tell her. 12/10 would probably tell her anyway https://t.co/xeudgDXmTU,Mia,None,12,10,2097,12823,1,Border_terrier,0.394486,https://twitter.com/dog_rates/status/829861396166877184/photo/1
829501995190984704,2017-02-09 01:27:41.000000,2017,2,This is Leo. He was a skater pup. She said see ya later pup. He wasn't good enough for her. 12/10 you're good enough for me Leo https://t.co/Xw9JbJHTul,Leo,None,12,10,11401,33316,2,French_bulldog,0.950851,"https://twitter.com/dog_rates/status/829501995190984704/photo/1,https://twitter.com/dog_rates/status/829501995190984704/photo/1"
829141528400556032,2017-02-08 01:35:19.000000,2017,2,This is Malcolm. He goes from sneaky tongue slip to flirt wink city in a matter of seconds. 12/10 would hug softly https://t.co/rHwfySggqR,Malcolm,None,12,10,7957,25697,2,golden_retriever,0.57314,"https://twitter.com/dog_rates/status/829141528400556032/photo/1,https://twitter.com/dog_rates/status/829141528400556032/photo/1"
829011960981237760,2017-02-07 17:00:28.000000,2017,2,This is Dexter. He was reunited with his mom yesterday after she was stuck in Iran during the travel Bannon. 13/10 welcome home https://t.co/U50RlRw4is,Dexter,None,13,10,17437,55611,2,boxer,0.312221,"https://twitter.com/dog_rates/status/829011960981237760/photo/1,https://twitter.com/dog_rates/status/829011960981237760/photo/1"
828770345708580865,2017-02-07 01:00:22.000000,2017,2,This is Alfie. He's your Lyft for tonight. Kindly requests you buckle pup and remain reasonably calm during the ride. 13/10 he must focus https://t.co/AqPTHYUBFz,Alfie,None,13,10,6299,26830,1,Chesapeake_Bay_retriever,0.0338986,https://twitter.com/dog_rates/status/828770345708580865/photo/1
828708714936930305,2017-02-06 20:55:28.000000,2017,2,This is Fiona. She's an exotic dog. Seems rather impatient. Jaw extension on another level tho. Looks slippery. 10/10 would still pet https://t.co/vst2SEVJO3,Fiona,None,10,10,12074,38418,2,Mexican_hairless,0.00838837,"https://twitter.com/dog_rates/status/828708714936930305/photo/1,https://twitter.com/dog_rates/status/828708714936930305/photo/1"
828650029636317184,2017-02-06 17:02:17.000000,2017,2,"Occasionally, we're sent fantastic stories. This is one of them. 14/10 for Grace https://t.co/bZ4axuH6OK",None,None,14,10,1447,9972,3,golden_retriever,0.649209,"https://twitter.com/dog_rates/status/828650029636317184/photo/1,https://twitter.com/dog_rates/status/828650029636317184/photo/1,https://twitter.com/dog_rates/status/828650029636317184/photo/1"
828409743546925057,2017-02-06 01:07:28.000000,2017,2,This is Mutt Ryan. He's quite confident at the moment. 12/10 rise pup! https://t.co/ZH5CvRlCxt,Mutt,None,12,10,1237,6611,1,toy_poodle,0.0180398,https://twitter.com/dog_rates/status/828409743546925057/photo/1
828408677031882754,2017-02-06 01:03:14.000000,2017,2,This is Bear. He went outside to play in the snow. Needed a break from the game. Feeling a tad better now. 12/10  deep breaths Bear https://t.co/7WFLKli2T3,Bear,None,12,10,1383,8042,1,Weimaraner,0.13303299999999998,https://twitter.com/dog_rates/status/828408677031882754/photo/1
828376505180889089,2017-02-05 22:55:23.000000,2017,2,"This is Beebop. Her name means ""Good Dog"" in robot. She also was a star on the field today. 13/10 would pet well https://t.co/HKBVZqXFNR",Beebop,None,13,10,1145,7748,1,American_Staffordshire_terrier,0.5230859999999999,https://twitter.com/dog_rates/status/828376505180889089/photo/1
828372645993398273,2017-02-05 22:40:03.000000,2017,2,This is Alexander Hamilpup. He was one of the many stars in this year's Puppy Bowl. He just hopes both teams had fun. 12/10 https://t.co/JcTuUcyYNS,Alexander,None,12,10,3172,13176,1,malamute,0.663047,https://twitter.com/dog_rates/status/828372645993398273/photo/1
828046555563323392,2017-02-05 01:04:17.000000,2017,2,This is Sailer. He waits on the roof for his owners to come home. Nobody knows how he gets up there. H*ckin loyal af. 13/10 https://t.co/O37z4jaMG9,Sailer,None,13,10,3080,12351,3,unknown,0.0,"https://twitter.com/dog_rates/status/828046555563323392/photo/1,https://twitter.com/dog_rates/status/828046555563323392/photo/1,https://twitter.com/dog_rates/status/828046555563323392/photo/1"
828011680017821696,2017-02-04 22:45:42.000000,2017,2,Say hello to Brutus and Jersey. They think they're the same size. Best furiends furever. Both 11/10 would pet simultaneously https://t.co/rkhCFfDtxB,Brutus,None,11,10,2309,10881,2,American_Staffordshire_terrier,0.936662,"https://twitter.com/dog_rates/status/828011680017821696/photo/1,https://twitter.com/dog_rates/status/828011680017821696/photo/1"
827653905312006145,2017-02-03 23:04:02.000000,2017,2,This is Boots. She doesn't know what to do with treats so she just holds them. Very good girl. 12/10 would give more treats https://t.co/eAA8lratd3,Boots,None,12,10,3233,16197,1,collie,0.285555,https://twitter.com/dog_rates/status/827653905312006145/photo/1
827600520311402496,2017-02-03 19:31:54.000000,2017,2,Meet Tucker. It's his birthday. He's pupset with you because you're too busy playing @GoodDogsGame to celebrate. 13/10 would put down phone https://t.co/vrppizPGdb,Tucker,None,13,10,1020,7779,1,Pembroke,0.32563800000000004,https://twitter.com/dog_rates/status/827600520311402496/photo/1
827324948884643840,2017-02-03 01:16:53.000000,2017,2,"This is Ralphie. He's being treated for an overactive funny bone, which is no joke. 12/10 would try to pet with a straight face https://t.co/UU3KqQF5n5",Ralphie,None,12,10,3296,16671,1,golden_retriever,0.352486,https://twitter.com/dog_rates/status/827324948884643840/photo/1
827199976799354881,2017-02-02 17:00:17.000000,2017,2,This is Charlie. He wins every game of chess he plays. Won't let opponent pet him until they forfeit. 13/10 you win again Charlie https://t.co/UkyQibIBzZ,Charlie,None,13,10,2413,11109,4,Great_Dane,0.8696809999999999,"https://twitter.com/dog_rates/status/827199976799354881/photo/1,https://twitter.com/dog_rates/status/827199976799354881/photo/1,https://twitter.com/dog_rates/status/827199976799354881/photo/1,https://twitter.com/dog_rates/status/827199976799354881/photo/1"
826598365270007810,2017-02-01 01:09:42.000000,2017,2,This is Pawnd... James Pawnd. He's suave af. 13/10 would trust with my life https://t.co/YprN62Z74I,Pawnd,None,13,10,2527,10595,3,French_bulldog,0.628119,"https://twitter.com/dog_rates/status/826598365270007810/photo/1,https://twitter.com/dog_rates/status/826598365270007810/photo/1,https://twitter.com/dog_rates/status/826598365270007810/photo/1"
826240494070030336,2017-01-31 01:27:39.000000,2017,1,We only rate dogs. Please don't send in any more non-dogs like this Wild Albanian Street Moose. Thank you... 11/10 https://t.co/srXL2s868C,None,None,11,10,2788,13971,1,French_bulldog,0.903048,https://twitter.com/dog_rates/status/826240494070030336/photo/1
826115272272650244,2017-01-30 17:10:04.000000,2017,1,This is Ike. He's demonstrating the pupmost restraint. 13/10 super good boy https://t.co/6gHoGah9nm,Ike,None,13,10,3385,16477,1,golden_retriever,0.00233085,https://twitter.com/dog_rates/status/826115272272650244/photo/1
825876512159186944,2017-01-30 01:21:19.000000,2017,1,This is Mo. No one will push him around in the grocery cart. He's quite pupset about it. 11/10 I volunteer https://t.co/feNwTq12S5,Mo,None,11,10,2017,11018,1,unknown,0.0,https://twitter.com/dog_rates/status/825876512159186944/photo/1
825829644528148480,2017-01-29 22:15:05.000000,2017,1,This is Toby. He just found out you only pretend to throw the ball sometimes. H*ckin puppalled. 12/10 would console https://t.co/YimNdkZrhM,Toby,None,12,10,2682,13402,2,Great_Pyrenees,0.8534069999999999,"https://twitter.com/dog_rates/status/825829644528148480/photo/1,https://twitter.com/dog_rates/status/825829644528148480/photo/1"
825147591692263424,2017-01-28 01:04:51.000000,2017,1,This is Sweet Pea. She hides in shoe boxes and waits for someone to pick her. Then she surpuprises them. 13/10 https://t.co/AyBEmx56MD,Sweet,None,13,10,4932,19271,1,Pekinese,0.354823,https://twitter.com/dog_rates/status/825147591692263424/photo/1
824775126675836928,2017-01-27 00:24:48.000000,2017,1,This is Scooter. His lack of opposable thumbs is rendering his resistance to tickling embarrassingly moot. 12/10 would keep tickling https://t.co/F0VWg2GztI,Scooter,None,12,10,3795,15768,2,Border_terrier,0.610499,"https://twitter.com/dog_rates/status/824775126675836928/photo/1,https://twitter.com/dog_rates/status/824775126675836928/photo/1"
824663926340194305,2017-01-26 17:02:56.000000,2017,1,This is Wilson. Named after the volleyball. He tongue wrestled a bee and lost. 13/10 valiant effort tho https://t.co/A5Mx4h1FSM,Wilson,None,13,10,1871,10617,1,English_setter,0.526488,https://twitter.com/dog_rates/status/824663926340194305/photo/1
824297048279236611,2017-01-25 16:45:05.000000,2017,1,This is Nala. She got in trouble. One h*ck of a pupnishment. Still 11/10 would pet https://t.co/EmJbG0skLt,Nala,None,11,10,4175,15876,2,unknown,0.0,"https://twitter.com/dog_rates/status/824297048279236611/photo/1,https://twitter.com/dog_rates/status/824297048279236611/photo/1"
823939628516474880,2017-01-24 17:04:50.000000,2017,1,This is Cash. He's officially given pup on today. 12/10 frighteningly relatable https://t.co/m0hrATIEyw,Cash,None,12,10,2923,11215,1,schipperke,0.2340760000000001,https://twitter.com/dog_rates/status/823939628516474880/photo/1
823699002998870016,2017-01-24 01:08:40.000000,2017,1,This is Winston. The goggles make him a superhero. Protects the entire city from criminals unless they rub his belly really well. 12/10 https://t.co/yCydYURYEL,Winston,None,12,10,2607,13276,1,cairn,0.203999,https://twitter.com/dog_rates/status/823699002998870016/photo/1
823581115634085888,2017-01-23 17:20:14.000000,2017,1,This is Crawford. He's quite h*ckin good at the selfies. Nose is incredibly boopable. 11/10 would snapchat https://t.co/6F5Rrp472U,Crawford,None,11,10,2858,13750,1,German_shepherd,0.194044,https://twitter.com/dog_rates/status/823581115634085888/photo/1
823322678127919110,2017-01-23 00:13:17.000000,2017,1,This is Wyatt. He's got the fastest paws in the West. H*ckin deadly. 11/10 would ride into the sunset with https://t.co/stkJ377KK7,Wyatt,None,11,10,4339,16599,2,Chihuahua,0.00183635,"https://twitter.com/dog_rates/status/823322678127919110/photo/1,https://twitter.com/dog_rates/status/823322678127919110/photo/1"
822975315408461824,2017-01-22 01:12:59.000000,2017,1,This is Albus. He's soaked as h*ck. Seems to have misplaced an ear as well. Still in good spirits tho. 12/10 would dry https://t.co/yUM8jYStuG,Albus,None,12,10,3718,18239,1,Pembroke,0.233162,https://twitter.com/dog_rates/status/822975315408461824/photo/1
822859134160621569,2017-01-21 17:31:20.000000,2017,1,This is Hobbes. He was told he was going to the park. Ended up at the vet. H*ckin bamboozled. Quite pupset with you. 12/10 https://t.co/SSQE06XClS,Hobbes,None,12,10,2472,13964,1,malinois,0.332897,https://twitter.com/dog_rates/status/822859134160621569/photo/1
822610361945911296,2017-01-21 01:02:48.000000,2017,1,Please stop sending in non-canines like this Very Pettable Dozing Bath Tortoise. We only rate dogs. Only send dogs... 12/10 https://t.co/mcagPeENIh,None,None,12,10,3208,15592,1,cocker_spaniel,0.6644869999999999,https://twitter.com/dog_rates/status/822610361945911296/photo/1
822489057087389700,2017-01-20 17:00:46.000000,2017,1,This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10 https://t.co/liJGwMp17E,Paisley,None,13,10,6915,19165,3,Samoyed,0.416769,"https://twitter.com/dog_rates/status/822489057087389700/photo/1,https://twitter.com/dog_rates/status/822489057087389700/photo/1,https://twitter.com/dog_rates/status/822489057087389700/photo/1"
822244816520155136,2017-01-20 00:50:15.000000,2017,1,We only rate dogs. Please don't send pics of men capturing low level clouds. Thank you... 11/10 https://t.co/rLi83ZyCL5,None,None,11,10,10638,36966,1,Samoyed,0.585441,https://twitter.com/dog_rates/status/822244816520155136/photo/1
821886076407029760,2017-01-19 01:04:45.000000,2017,1,This is Jimison. He was just called a good boy. 13/10 https://t.co/djMep7mGkV,Jimison,None,13,10,2533,11981,1,golden_retriever,0.26623800000000003,https://twitter.com/dog_rates/status/821886076407029760/photo/1
821522889702862852,2017-01-18 01:01:34.000000,2017,1,This is Harlso. He has a really good idea but isn't sure you're going to like it. 13/10 he'll just keep it to himself https://t.co/IzcaR3Nqyn,Harlso,None,13,10,1921,8477,1,Doberman,0.7635390000000001,https://twitter.com/dog_rates/status/821522889702862852/photo/1
821044531881721856,2017-01-16 17:20:45.000000,2017,1,This is Flash. He went way too hard celebrating Martin Luther King Day last night. 12/10 now he's having a dream in his honor https://t.co/bryVdNaRcu,Flash,None,12,10,2482,13378,1,Old_English_sheepdog,0.14802,https://twitter.com/dog_rates/status/821044531881721856/photo/1
820749716845686786,2017-01-15 21:49:15.000000,2017,1,Meet Sunny. He can take down a polar bear in one fell swoop. Fr*cken deadly af. 13/10 would pet with caution https://t.co/EMq8Ud6Ze1,Sunny,None,13,10,10716,33332,2,golden_retriever,0.8380120000000001,"https://twitter.com/dog_rates/status/820749716845686786/photo/1,https://twitter.com/dog_rates/status/820749716845686786/photo/1"
820314633777061888,2017-01-14 17:00:24.000000,2017,1,"We are proud to support @LoveYourMelon on their mission to put a hat on every kid battling cancer. They are 14/10

https://t.co/XQlmPTLHPl https://t.co/ZNIkkHgtYE",None,None,14,10,611,3527,3,Gordon_setter,0.940724,"https://www.loveyourmelon.com/pages/ourstory,https://twitter.com/dog_rates/status/820314633777061888/photo/1,https://twitter.com/dog_rates/status/820314633777061888/photo/1,https://twitter.com/dog_rates/status/820314633777061888/photo/1"
820078625395449857,2017-01-14 01:22:35.000000,2017,1,I've never wanted to go to a camp more in my entire life. 12/10 for all on board https://t.co/wJZlpGFEbD,None,None,12,10,6809,20946,3,unknown,0.0,"https://twitter.com/dog_rates/status/820078625395449857/photo/1,https://twitter.com/dog_rates/status/820078625395449857/photo/1,https://twitter.com/dog_rates/status/820078625395449857/photo/1"
819711362133872643,2017-01-13 01:03:12.000000,2017,1,This is Howie. He just bloomed. 11/10 revolutionary af https://t.co/m5fYxrO3IU,Howie,None,11,10,3393,14227,2,toy_poodle,0.0220094,"https://twitter.com/dog_rates/status/819711362133872643/photo/1,https://twitter.com/dog_rates/status/819711362133872643/photo/1"
819588359383371776,2017-01-12 16:54:26.000000,2017,1,This is Jazzy. She just found out that sandwich wasn't for her. Shocked and puppalled. 13/10 deep breaths Jazzy https://t.co/52cItP0vIO,Jazzy,None,13,10,2136,10119,1,Cardigan,0.5479350000000001,https://twitter.com/dog_rates/status/819588359383371776/photo/1
819347104292290561,2017-01-12 00:55:47.000000,2017,1,Say hello to Anna and Elsa. They fall asleep in similar positions. It's pretty wild. Both 12/10 would snug simultaneously https://t.co/8rUL99bX4W,Anna,None,12,10,1309,7632,3,Rottweiler,0.909106,"https://twitter.com/dog_rates/status/819347104292290561/photo/1,https://twitter.com/dog_rates/status/819347104292290561/photo/1,https://twitter.com/dog_rates/status/819347104292290561/photo/1"
819227688460238848,2017-01-11 17:01:16.000000,2017,1,This is Finn. He's wondering if you come here often. Fr*ckin flirtatious af. 12/10 would give number to https://t.co/ii5eNX5LJT,Finn,None,12,10,7252,24401,1,Border_terrier,0.4824520000000001,https://twitter.com/dog_rates/status/819227688460238848/photo/1
